City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Mackay,AU,2022-04-22 18:07:44,-21.15,149.2,72.68,85,100,18.97
282,Praia Da Vitoria,PT,2022-04-22 18:11:49,38.7333,-27.0667,60.76,67,75,15.77
283,Asfi,MA,2022-04-22 18:11:50,32.2994,-9.2372,62.33,78,5,22.7
284,Vila Franca Do Campo,PT,2022-04-22 18:11:50,37.7167,-25.4333,61.21,63,87,13.56
285,Limoges,FR,2022-04-22 18:11:51,45.75,1.3333,61.36,59,0,8.05
286,Gizo,SB,2022-04-22 18:11:51,-8.103,156.8419,82.27,76,100,8.81
287,Nassau,US,2022-04-22 18:11:52,40.7507,-73.5829,69.85,26,0,11.99
288,Bengkulu,ID,2022-04-22 18:02:15,-3.8004,102.2655,76.32,91,100,5.55
289,Gladstone,AU,2022-04-22 18:11:53,-23.85,151.25,69.73,73,89,8.05
290,Olafsvik,IS,2022-04-22 18:11:53,64.8945,-23.7142,46.78,79,100,8.61
291,Ahuimanu,US,2022-04-22 18:11:54,21.4447,-157.8378,76.71,77,100,9.22
292,Tuatapere,NZ,2022-04-22 18:11:54,-46.1333,167.6833,44.37,89,76,5.5
293,Mandera,KE,2022-04-22 18:11:54,3.9366,41.867,87.08,52,93,8.99
294,Miquelon,PM,2022-04-22 18:11:55,47.0975,-56.3814,39.2,83,100,20.78
295,General Roca,AR,2022-04-22 18:07:55,-39.0333,-67.5833,66.61,38,66,26.55
296,Polunochnoye,RU,2022-04-22 18:11:55,60.8697,60.4153,20.73,96,79,0.09
297,Outlook,CA,2022-04-22 18:11:56,51.5001,-107.0513,37.45,71,100,7.9
298,College,US,2022-04-22 18:07:35,64.8569,-147.8028,39.15,56,40,3.44
299,Muroto,JP,2022-04-22 18:11:56,33.2833,134.15,63.5,78,92,8.61
300,Luba,GQ,2022-04-22 18:02:22,3.4568,8.5547,81.72,82,64,6.06
301,Zubtsov,RU,2022-04-22 18:11:57,56.1753,34.5894,44.06,80,75,4.94
302,Gravelbourg,CA,2022-04-22 18:11:58,49.8834,-106.5512,36.16,86,100,10.18
303,Acarau,BR,2022-04-22 18:11:58,-2.8856,-40.12,82.72,76,87,12.17
304,Yinchuan,CN,2022-04-22 18:11:59,38.4681,106.2731,64.45,21,0,12.46
305,Havoysund,NO,2022-04-22 18:11:59,70.9963,24.6622,37.63,76,100,16.64
306,Lebu,CL,2022-04-22 18:01:22,-37.6167,-73.65,57.11,92,96,9.55
307,Chunoyar,RU,2022-04-22 18:12:00,57.4467,97.3217,35.91,99,100,3.56
308,Indramayu,ID,2022-04-22 18:12:00,-6.3264,108.32,80.73,79,98,3.8
309,Guerrero Negro,MX,2022-04-22 18:02:22,27.9769,-114.0611,66.96,60,48,21.16
310,Grindavik,IS,2022-04-22 18:12:01,63.8424,-22.4338,46.87,87,75,16.11
311,Kirakira,SB,2022-04-22 18:12:01,-10.4544,161.9205,80.33,83,85,3.87
312,Chicama,PE,2022-04-22 18:12:02,-7.8447,-79.1469,64.94,65,73,9.78
313,Brae,GB,2022-04-22 18:12:02,60.3964,-1.353,45.84,80,24,20.49
314,Brazzaville,CG,2022-04-22 18:12:03,-4.2658,15.2832,77.43,88,95,3.49
315,Havre-Saint-Pierre,CA,2022-04-22 18:12:03,50.2334,-63.5986,35.96,93,100,14.97
316,Gilbues,BR,2022-04-22 18:12:04,-9.8317,-45.3439,91.27,34,62,4.25
317,Talara,PE,2022-04-22 18:13:04,-4.5772,-81.2719,81.36,57,0,18.41
318,Lac Du Bonnet,CA,2022-04-22 18:13:05,50.2536,-96.0612,35.55,98,100,11.27
319,Ambulu,ID,2022-04-22 18:13:06,-8.345,113.6058,77.22,92,99,2.59
320,Tiksi,RU,2022-04-22 18:13:06,71.6872,128.8694,12.6,96,100,9.26
321,Iwaki,JP,2022-04-22 18:13:06,37.05,140.8833,56.01,92,80,1.01
322,Kavieng,PG,2022-04-22 18:13:07,-2.5744,150.7967,82.15,77,78,11.27
323,San Policarpo,PH,2022-04-22 18:13:08,12.1791,125.5072,80.17,83,11,9.89
324,Mehamn,NO,2022-04-22 18:13:08,71.0357,27.8492,35.8,93,97,13.98
325,Yar-Sale,RU,2022-04-22 18:13:09,66.8333,70.8333,-1.89,98,80,9.46
326,Sioux Lookout,CA,2022-04-22 18:13:09,50.1001,-91.917,34.56,100,100,9.78
327,Karratha,AU,2022-04-22 18:13:10,-20.7377,116.8463,80.6,37,80,11.36
328,Macherla,IN,2022-04-22 18:13:10,16.4833,79.4333,82.72,69,15,14.27
329,Flinders,AU,2022-04-22 18:13:11,-34.5833,150.8552,61.18,92,100,7.0
330,Provideniya,RU,2022-04-22 18:13:11,64.3833,-173.3,26.47,73,16,5.1
331,Sao Joao Do Piaui,BR,2022-04-22 18:13:12,-8.3581,-42.2467,97.2,28,82,7.07
332,Honiara,SB,2022-04-22 18:10:35,-9.4333,159.95,78.13,89,85,3.0
333,Dubbo,AU,2022-04-22 18:13:12,-32.25,148.6167,55.53,88,32,10.36
334,Canico,PT,2022-04-22 18:13:13,32.6333,-16.85,67.71,60,20,6.91
335,Saint-Augustin,CA,2022-04-22 18:13:13,51.226,-58.6502,33.42,100,100,10.51
336,Nara,JP,2022-04-22 18:10:08,34.6851,135.8049,60.49,81,80,3.31
337,Mogadishu,SO,2022-04-22 18:13:14,2.0371,45.3438,83.19,77,66,15.88
338,Jinchang,CN,2022-04-22 18:13:14,38.4953,102.1739,58.8,15,19,5.41
339,Faya,SA,2022-04-22 18:13:15,18.3851,42.4509,66.72,45,50,2.68
340,Tlaxco,MX,2022-04-22 18:13:15,19.6167,-98.1167,66.43,42,94,3.67
341,Rio Gallegos,AR,2022-04-22 18:11:33,-51.6226,-69.2181,52.29,41,86,17.54
342,Egvekinot,RU,2022-04-22 18:13:16,66.3167,-179.1667,13.98,94,100,1.68
343,Manica,FR,2022-04-22 18:13:17,49.0,-1.1667,54.45,82,90,9.64
344,Kenai,US,2022-04-22 18:13:17,60.5544,-151.2583,43.03,71,100,14.97
345,Buta,CD,2022-04-22 18:13:17,2.7858,24.73,74.26,83,91,2.91
346,Kasongo,CD,2022-04-22 18:13:18,-4.45,26.6667,74.44,82,84,2.39
347,Grand Gaube,MU,2022-04-22 18:13:18,-20.0064,57.6608,78.39,76,89,8.99
348,Price,US,2022-04-22 18:13:19,39.5994,-110.8107,49.26,49,100,14.97
349,Mikhaylovka,RU,2022-04-22 18:13:19,50.06,43.2379,48.7,92,100,11.3
350,Carutapera,BR,2022-04-22 18:13:20,-1.195,-46.02,82.67,77,88,4.54
351,Chapais,CA,2022-04-22 18:13:20,49.7834,-74.8492,28.18,62,98,15.19
352,Malinovskiy,RU,2022-04-22 18:13:21,61.1953,62.8397,14.92,96,58,2.57
353,Kandila,GR,2022-04-22 18:13:21,38.7,20.9333,61.77,75,21,7.16
354,Yeppoon,AU,2022-04-22 18:13:22,-23.1333,150.7333,67.78,70,95,20.51
355,Nagyrede,HU,2022-04-22 18:13:22,47.7654,19.8482,51.35,75,99,9.73
356,Thompson,CA,2022-04-22 18:13:23,55.7435,-97.8558,39.88,69,21,7.94
357,Alamogordo,US,2022-04-22 18:13:23,32.8995,-105.9603,85.01,12,0,25.32
358,Esperance,AU,2022-04-22 18:13:24,-33.8667,121.9,57.45,86,4,7.23
359,Amberley,US,2022-04-22 18:13:24,39.2048,-84.428,72.66,44,0,9.22
360,New Plymouth,NZ,2022-04-22 18:12:44,-39.0667,174.0833,51.57,78,29,6.62
361,Guerrero,MX,2022-04-22 18:13:25,17.6667,-100.0,88.9,29,33,4.52
362,Yamethin,MM,2022-04-22 18:14:26,20.4333,96.15,83.07,44,19,4.52
363,Lavrentiya,RU,2022-04-22 18:14:26,65.5833,-171.0,19.0,85,11,6.17
364,Tenabo,MX,2022-04-22 18:14:27,20.05,-90.2333,93.2,26,47,5.97
365,Durusu,TR,2022-04-22 18:14:27,41.3053,28.6767,64.58,84,94,4.0
366,Tenenkou,ML,2022-04-22 18:14:28,14.4572,-4.9169,101.77,8,67,7.67
367,Labuhan,ID,2022-04-22 18:10:17,-6.8844,112.2051,79.74,86,100,4.52
368,Gort,IE,2022-04-22 18:14:28,53.0664,-8.8167,56.95,71,95,11.92
369,Kudahuvadhoo,MV,2022-04-22 18:14:29,2.6708,72.8944,83.82,74,100,10.94
370,Tucumcari,US,2022-04-22 18:09:37,35.1717,-103.725,87.64,18,0,20.71
371,Zhigansk,RU,2022-04-22 18:12:13,66.7697,123.3711,6.46,97,69,8.01
372,Rahatgarh,IN,2022-04-22 18:14:30,23.7833,78.3667,90.66,17,71,3.69
373,Tacna,PE,2022-04-22 18:14:30,-18.0056,-70.2483,68.2,60,0,6.91
374,Longyearbyen,SJ,2022-04-22 18:14:31,78.2186,15.6401,22.84,74,75,6.91
375,Sideropolis,BR,2022-04-22 18:14:32,-28.5978,-49.4244,79.02,58,96,5.32
376,Aykhal,RU,2022-04-22 18:14:32,66.0,111.5,1.8,100,97,5.82
377,Zabid,YE,2022-04-22 18:14:33,14.1951,43.3152,87.53,52,93,2.53
378,Dryden,CA,2022-04-22 18:14:33,49.7833,-92.7503,35.89,69,100,10.36
379,Maldonado,UY,2022-04-22 18:14:34,-34.6667,-54.9167,61.99,60,100,15.75
380,Sassandra,CI,2022-04-22 18:14:35,4.95,-6.0833,80.82,80,55,8.43
381,Itarema,BR,2022-04-22 18:14:35,-2.9248,-39.9167,82.67,74,82,11.32
382,Kuryk,KZ,2022-04-22 18:14:36,43.2,51.65,63.0,53,15,15.41
383,Azul,AR,2022-04-22 18:14:36,-36.777,-59.8585,60.35,39,51,18.81
384,Seoul,KR,2022-04-22 18:10:09,37.5683,126.9778,54.79,82,91,1.63
385,Comodoro Rivadavia,AR,2022-04-22 18:12:48,-45.8667,-67.5,57.06,38,0,14.97
386,Dogondoutchi,NE,2022-04-22 18:14:37,13.6393,4.0287,98.4,18,4,4.5
387,Staroaleyskoye,RU,2022-04-22 18:14:38,51.0061,82.0,34.41,61,3,1.66
388,Sisimiut,GL,2022-04-22 18:14:39,66.9395,-53.6735,25.95,86,100,7.94
389,Ovalle,CL,2022-04-22 18:14:39,-30.5983,-71.2003,79.52,27,50,6.6
390,Kieta,PG,2022-04-22 18:14:40,-6.2167,155.6333,78.46,86,92,0.94
391,Knysna,ZA,2022-04-22 18:14:41,-34.0363,23.0471,59.94,83,98,4.43
392,Dicabisagan,PH,2022-04-22 18:14:41,17.0818,122.4157,78.48,84,47,4.23
393,Columbia,US,2022-04-22 18:14:42,34.0007,-81.0348,85.23,42,0,5.75
394,Dukat,RU,2022-04-22 18:14:42,62.55,155.55,-1.17,100,94,3.31
395,Hobyo,SO,2022-04-22 18:14:43,5.3505,48.5268,84.0,73,37,13.47
396,Lakeville,US,2022-04-22 18:14:43,44.6497,-93.2427,49.03,94,100,16.11
397,Pevek,RU,2022-04-22 18:12:20,69.7008,170.3133,1.44,98,82,4.72
398,Beni,CD,2022-04-22 18:14:44,0.5,29.4667,63.03,97,100,1.07
399,Iqaluit,CA,2022-04-22 18:14:44,63.7506,-68.5145,11.93,60,100,3.44
400,Vardo,NO,2022-04-22 18:14:45,70.3705,31.1107,35.58,93,75,8.05
401,Gravdal,NO,2022-04-22 18:12:36,68.1214,13.5031,40.89,87,75,4.61
402,Paamiut,GL,2022-04-22 18:14:45,61.994,-49.6678,32.4,97,97,4.23
403,Bosaso,SO,2022-04-22 18:14:46,11.2842,49.1816,83.07,76,15,4.32
404,Quechultenango,MX,2022-04-22 18:14:46,17.4167,-99.2167,93.04,27,20,4.41
405,Okhotsk,RU,2022-04-22 18:14:47,59.3833,143.3,25.36,89,100,3.02
406,Marsa Matruh,EG,2022-04-22 18:14:47,31.3525,27.2453,62.55,74,10,11.52
407,Jeremie,HT,2022-04-22 18:14:48,18.65,-74.1167,80.28,74,55,5.88
408,Matagami,CA,2022-04-22 18:14:48,49.7502,-77.6328,32.11,40,0,12.66
409,Shush,IR,2022-04-22 18:14:49,32.1942,48.2436,79.56,8,1,9.86
410,Luanda,AO,2022-04-22 18:13:00,-8.8368,13.2343,80.6,83,20,6.91
411,Douglas,US,2022-04-22 18:15:49,41.3,-96.167,78.73,71,100,24.16
412,Petropavlovsk-Kamchatskiy,RU,2022-04-22 18:15:50,53.0452,158.6483,27.19,93,75,4.47
413,Escanaba,US,2022-04-22 18:15:50,45.7453,-87.0646,52.52,73,0,9.22
414,Amudat,UG,2022-04-22 18:15:51,1.95,34.95,72.57,69,100,2.19
415,Bardiyah,LY,2022-04-22 18:15:51,31.7561,25.0865,63.01,78,0,14.09
416,Varadero,CU,2022-04-22 18:15:52,23.1536,-81.2514,83.16,68,52,21.41
417,Belyy Yar,RU,2022-04-22 18:15:52,53.6039,91.3903,29.86,52,0,6.71
418,Tsabong,BW,2022-04-22 18:15:53,-26.0217,22.401,72.95,46,95,7.2
419,Auki,SB,2022-04-22 18:15:18,-8.7676,160.7034,77.04,88,98,4.29
420,Laurel,US,2022-04-22 18:13:23,39.0993,-76.8483,75.63,31,0,10.36
421,Santa Rosa,PH,2022-04-22 18:15:54,14.3122,121.1114,82.38,77,0,9.17
422,Lipin Bor,RU,2022-04-22 18:15:54,60.2622,37.9763,42.37,86,93,3.87
423,Formosa Do Rio Preto,BR,2022-04-22 18:15:55,-11.0483,-45.1931,91.56,33,83,5.66
424,Bethalto,US,2022-04-22 18:15:55,38.9092,-90.0407,84.83,63,94,5.99
425,Bitlis,TR,2022-04-22 18:15:55,38.5,42.25,47.21,56,51,2.04
426,Ust-Kuyga,RU,2022-04-22 18:15:56,70.0167,135.6,-4.92,100,89,1.41
427,Hervey Bay,AU,2022-04-22 18:15:56,-25.2986,152.8535,71.02,80,94,5.99
428,Nichinan,JP,2022-04-22 18:15:57,31.6,131.3667,62.28,66,97,6.33
429,Nago,JP,2022-04-22 18:15:57,26.5881,127.9761,75.63,93,99,8.43
430,Ngunguru,NZ,2022-04-22 18:15:58,-35.6167,174.5,62.22,59,34,19.06
431,Udachnyy,RU,2022-04-22 18:15:58,66.4167,112.4,2.8,99,92,4.5
432,Oktyabrskiy,RU,2022-04-22 18:15:58,54.4815,53.471,39.52,64,1,6.82
433,Bubaque,GW,2022-04-22 18:15:59,11.2833,-15.8333,77.0,77,67,21.65
434,West Bay,KY,2022-04-22 18:15:59,19.3667,-81.4167,86.07,73,40,14.97
435,Montbrison,FR,2022-04-22 18:16:00,45.6667,4.0833,64.74,78,71,5.1
436,Hun,LY,2022-04-22 18:16:00,29.1268,15.9477,80.96,19,30,14.36
437,Taltal,CL,2022-04-22 18:16:01,-25.4,-70.4833,67.98,72,15,7.76
438,Waingapu,ID,2022-04-22 18:16:01,-9.6567,120.2641,79.61,83,100,7.45
439,Florianopolis,BR,2022-04-22 18:16:02,-27.6146,-48.5012,78.35,69,0,8.05
440,Oranjemund,NA,2022-04-22 18:16:02,-28.55,16.4333,57.13,88,29,17.78
441,Lompoc,US,2022-04-22 18:13:53,34.6391,-120.4579,64.56,78,40,16.11
442,Maarianhamina,AX,2022-04-22 18:15:21,60.0973,19.9348,42.66,75,0,10.36
443,Neuquen,AR,2022-04-22 18:16:03,-38.9516,-68.0591,63.75,39,94,24.54
444,Bowen,AU,2022-04-22 18:16:04,-20.0167,148.2333,74.57,85,100,18.5
445,Yulara,AU,2022-04-22 18:16:04,-25.2406,130.9889,57.24,52,90,12.77
446,Ilhabela,BR,2022-04-22 18:16:04,-23.7781,-45.3581,79.7,62,8,5.61
447,Farafangana,MG,2022-04-22 18:16:05,-22.8167,47.8333,74.39,91,100,7.52
448,Coolum Beach,AU,2022-04-22 18:16:05,-26.5333,153.1,69.12,91,92,15.17
449,Peniche,PT,2022-04-22 18:16:06,39.3558,-9.3811,52.11,84,100,20.09
450,Honningsvag,NO,2022-04-22 18:16:06,70.9821,25.9704,37.15,75,75,19.57
451,Coruripe,BR,2022-04-22 18:11:20,-10.1256,-36.1756,84.13,64,58,9.35
452,Krasnyy Luch,UA,2022-04-22 18:16:07,48.1395,38.9371,46.11,80,76,5.48
453,Fairbanks,US,2022-04-22 18:16:07,64.8378,-147.7164,39.16,56,40,3.44
454,Benguela,AO,2022-04-22 18:16:08,-12.5763,13.4055,76.77,87,94,4.03
455,Marfino,RU,2022-04-22 18:16:08,55.7028,37.3822,48.45,70,75,4.47
456,Saint-Leu,RE,2022-04-22 18:17:09,-21.15,55.2833,76.06,78,54,4.47
457,Polson,US,2022-04-22 18:17:09,47.6936,-114.1632,48.22,85,96,1.86
458,Porto Novo,BJ,2022-04-22 18:17:10,6.4965,2.6036,82.15,76,92,10.31
459,Necochea,AR,2022-04-22 18:17:10,-38.5473,-58.7368,55.63,78,60,25.72
460,Mayo,US,2022-04-22 18:17:11,38.8876,-76.5119,76.66,31,0,11.5
461,Tommot,RU,2022-04-22 18:12:14,58.9564,126.2925,19.92,96,100,1.39
462,Muravlenko,RU,2022-04-22 18:17:11,63.7898,74.523,10.06,92,100,11.48
463,Colares,PT,2022-04-22 18:17:12,38.7992,-9.4469,54.34,75,75,25.99
464,Inhambane,MZ,2022-04-22 18:17:12,-23.865,35.3833,73.38,94,20,0.0
465,Yumen,CN,2022-04-22 18:17:13,40.2833,97.2,54.97,13,52,3.56
466,Jatiroto,ID,2022-04-22 18:17:14,-7.8833,111.1167,74.26,93,91,3.33
467,Cayenne,GF,2022-04-22 18:17:14,4.9333,-52.3333,78.84,1,75,0.0
468,Tomatlan,MX,2022-04-22 18:17:15,19.9333,-105.25,91.09,32,3,9.17
469,Sampit,ID,2022-04-22 18:17:15,-2.5333,112.95,74.43,95,85,0.6
470,Santa Cruz Del Sur,CU,2022-04-22 18:17:15,20.7147,-77.9956,82.58,64,21,12.64
471,Haines Junction,CA,2022-04-22 18:17:16,60.7522,-137.5108,40.95,42,44,1.14
472,Nome,US,2022-04-22 18:13:01,64.5011,-165.4064,35.67,60,0,11.5
473,San Rafael,AR,2022-04-22 18:12:38,-34.6177,-68.3301,66.72,40,59,11.48
474,Solnechnyy,RU,2022-04-22 18:17:17,50.7214,136.6319,27.05,94,100,6.71
475,Mumbwa,ZM,2022-04-22 18:17:17,-14.9783,27.0619,63.23,90,28,4.45
476,Orlik,RU,2022-04-22 18:17:18,52.5178,99.825,23.67,81,7,4.74
477,Chuy,UY,2022-04-22 18:17:19,-33.6971,-53.4616,55.44,90,100,4.83
478,Bemidji,US,2022-04-22 18:17:19,47.4736,-94.8803,39.06,97,100,18.41
479,Windhoek,NA,2022-04-22 18:17:20,-22.5594,17.0832,70.11,35,18,4.61
480,Yarada,IN,2022-04-22 18:17:20,17.65,83.2667,84.52,74,20,6.91
481,Chokwe,MZ,2022-04-22 18:17:21,-24.5333,32.9833,70.68,74,90,4.21
482,Charters Towers,AU,2022-04-22 18:17:21,-20.1,146.2667,66.6,95,100,10.45
483,Stornoway,GB,2022-04-22 18:17:22,58.2093,-6.3865,49.93,88,40,18.41
484,Tabas,IR,2022-04-22 18:17:22,33.5959,56.9244,86.22,17,82,2.3
485,Vera Cruz,BR,2022-04-22 18:17:22,-12.6333,-41.0333,81.97,47,84,4.81
486,Karnobat,BG,2022-04-22 18:17:23,42.65,26.9833,52.79,93,90,5.26
487,Juneau,US,2022-04-22 18:14:39,58.3019,-134.4197,46.98,63,75,19.57
488,Floro,NO,2022-04-22 18:17:24,61.5996,5.0328,59.07,58,0,9.22
489,Antofagasta,CL,2022-04-22 18:14:07,-23.65,-70.4,72.21,49,27,9.04
490,Shahr-E Kord,IR,2022-04-22 18:17:24,32.3256,50.8644,51.57,28,0,2.3
491,Jalu,LY,2022-04-22 18:17:25,29.0331,21.5482,85.24,8,40,10.38
492,San Carlos De Bariloche,AR,2022-04-22 18:13:20,-41.1456,-71.3082,51.55,66,75,23.02
493,Colorado Springs,US,2022-04-22 18:17:25,38.8339,-104.8214,80.33,14,0,28.77
494,Tete,MZ,2022-04-22 18:17:26,-16.1564,33.5867,75.29,88,40,3.44
495,Aswan,EG,2022-04-22 18:17:26,24.0934,32.907,86.11,8,35,10.16
496,Tahe,CN,2022-04-22 18:17:27,52.3333,124.7333,26.15,67,20,3.27
497,Manokwari,ID,2022-04-22 18:17:27,-0.8667,134.0833,77.97,85,91,3.18
498,San Quintin,MX,2022-04-22 18:17:28,30.4833,-115.95,63.93,66,9,17.65
499,Patacamaya,BO,2022-04-22 18:17:29,-17.2333,-67.9167,62.83,22,75,9.42
500,Minas,UY,2022-04-22 18:17:29,-34.3759,-55.2377,52.81,97,100,8.32
501,Emerald,AU,2022-04-22 18:17:55,-23.5333,148.1667,63.34,89,100,9.62
502,Soria,ES,2022-04-22 18:18:30,41.6667,-2.6667,43.11,100,100,14.43
503,Collierville,US,2022-04-22 18:18:30,35.042,-89.6645,83.64,54,75,10.36
504,Banjar,ID,2022-04-22 18:18:31,-8.19,114.9675,78.08,91,99,2.93
505,Hovd,MN,2022-04-22 18:18:31,48.0056,91.6419,47.08,40,7,10.18
506,Kishi,NG,2022-04-22 18:18:32,9.0833,3.85,83.55,60,90,6.58
507,Kulhudhuffushi,MV,2022-04-22 18:18:32,6.6221,73.07,84.42,70,98,1.01
508,Videira,BR,2022-04-22 18:18:33,-27.0083,-51.1517,66.22,92,100,6.2
509,Kutahya,TR,2022-04-22 18:18:33,39.4242,29.9833,59.9,45,6,6.49
510,Chipinge,ZW,2022-04-22 18:18:34,-20.1883,32.6236,60.21,97,81,3.51
511,Dunedin,NZ,2022-04-22 18:15:09,-45.8742,170.5036,50.81,66,74,1.99
512,Nuuk,GL,2022-04-22 18:18:34,64.1835,-51.7216,34.41,93,75,3.44
513,Pacific Grove,US,2022-04-22 18:18:35,36.6177,-121.9166,58.01,79,75,8.05
514,Port Washington,US,2022-04-22 18:18:36,40.8257,-73.6982,70.0,24,40,19.57
515,Svetlyy,RU,2022-04-22 18:18:36,54.675,20.1347,48.25,76,31,10.92
516,Bonthe,SL,2022-04-22 18:18:36,7.5264,-12.505,83.89,69,100,7.94
517,Hit,IQ,2022-04-22 18:17:10,33.6416,42.8251,77.02,14,32,8.93
518,Kon Tum,VN,2022-04-22 18:18:37,14.35,108.0,70.14,85,42,1.52
519,Walvis Bay,NA,2022-04-22 18:18:38,-22.9575,14.5053,61.75,82,20,5.75
520,Hidalgo,MX,2022-04-22 18:18:38,20.5,-99.0,70.9,48,33,5.39
521,Talakan,RU,2022-04-22 18:18:39,50.3167,130.3667,33.6,47,9,2.1
522,Pahalgam,IN,2022-04-22 18:18:39,34.0333,75.3333,40.17,89,81,5.84
523,Acapulco,MX,2022-04-22 18:18:40,16.8634,-99.8901,85.82,70,40,8.05
524,Chibuto,MZ,2022-04-22 18:18:40,-24.6867,33.5306,68.38,88,91,4.72
525,Beyneu,KZ,2022-04-22 18:14:02,45.3167,55.2,65.21,56,35,17.11
526,Bilma,NE,2022-04-22 18:18:41,18.6853,12.9164,94.08,10,6,4.83
527,Arlit,NE,2022-04-22 18:18:42,18.7369,7.3853,94.82,8,14,8.95
528,Alofi,NU,2022-04-22 18:15:18,-19.0595,-169.9187,71.49,94,36,1.14
529,Nantucket,US,2022-04-22 18:18:42,41.2835,-70.0995,68.14,55,0,16.11
530,Gornopravdinsk,RU,2022-04-22 18:18:43,60.05,69.9,12.27,95,86,4.63
531,Alyangula,AU,2022-04-22 18:18:43,-13.8483,136.4192,80.51,79,25,8.84
532,Padang,ID,2022-04-22 18:17:01,-0.9492,100.3543,79.7,84,97,3.04
533,Seropedica,BR,2022-04-22 18:18:44,-22.7439,-43.7075,89.42,49,1,1.12
534,North Bend,US,2022-04-22 18:18:44,43.4065,-124.2243,58.24,83,0,8.05
535,Rio Grande,BR,2022-04-22 18:18:45,-32.035,-52.0986,77.11,60,96,8.21
536,Pecos,US,2022-04-22 18:18:45,31.4229,-103.4932,91.49,29,0,8.05
537,Morondava,MG,2022-04-22 18:18:46,-20.2833,44.2833,80.2,81,100,6.73
538,Alihe,CN,2022-04-22 18:18:46,50.5667,123.7167,32.16,61,27,1.99
539,Mahibadhoo,MV,2022-04-22 18:18:47,3.7833,72.9667,83.43,74,100,10.29
540,Basco,PH,2022-04-22 18:18:47,20.4487,121.9702,81.1,80,4,20.47
541,Cleveland,US,2022-04-22 18:17:03,41.4995,-81.6954,65.43,48,75,9.22
542,Gat,IL,2022-04-22 18:17:02,31.61,34.7642,75.4,100,97,4.83
543,Veseloyarsk,RU,2022-04-22 18:18:48,51.2836,81.1056,33.17,55,2,4.88
544,Tual,ID,2022-04-22 18:18:49,-5.6667,132.75,83.73,73,44,7.29
545,Malumfashi,NG,2022-04-22 18:18:49,11.7853,7.6218,95.59,24,91,5.73
546,Odweyne,SO,2022-04-22 18:18:49,9.4092,45.064,81.07,41,72,8.93
547,Puerto Escondido,MX,2022-04-22 18:19:50,15.85,-97.0667,86.58,61,7,9.04
548,Eregli,TR,2022-04-22 18:19:51,37.5133,34.0467,61.99,35,0,3.56
549,Verkhnyaya Inta,RU,2022-04-22 18:19:51,65.9811,60.3094,4.8,96,44,5.53
550,Puerto Del Rosario,ES,2022-04-22 18:19:51,28.5004,-13.8627,69.55,52,20,14.97
551,Houma,US,2022-04-22 18:18:08,29.5958,-90.7195,82.99,64,75,14.97
552,Thinadhoo,MV,2022-04-22 18:19:52,0.5333,72.9333,85.39,70,100,12.26
553,Lerwick,GB,2022-04-22 18:19:52,60.1545,-1.1494,46.4,87,31,20.18
554,Brasileia,BR,2022-04-22 18:19:53,-11.0161,-68.7481,90.05,62,75,9.22
555,Markova,UA,2022-04-22 18:19:53,48.6758,24.4138,45.05,98,100,2.28
556,Sechura,PE,2022-04-22 18:19:54,-5.5569,-80.8222,79.21,59,34,10.27
557,Los Llanos De Aridane,ES,2022-04-22 18:19:54,28.6585,-17.9182,64.15,71,75,8.99
558,Sterling,US,2022-04-22 18:16:32,39.0062,-77.4286,74.89,38,75,13.0
559,Beidao,CN,2022-04-22 18:19:55,34.5686,105.8933,54.07,50,26,3.69
560,Mushie,CD,2022-04-22 18:19:55,-3.0167,16.9,76.26,87,95,2.95
561,Tongliao,CN,2022-04-22 18:19:56,43.6125,122.2653,50.54,31,2,15.9
